"","ch_edaphic_eivdescombes_pixel_d","ch_edaphic_eivdescombes_pixel_f","ch_edaphic_eivdescombes_pixel_h","ch_edaphic_eivdescombes_pixel_k","ch_edaphic_eivdescombes_pixel_l","ch_edaphic_eivdescombes_pixel_n","ch_edaphic_eivdescombes_pixel_r","ch_edaphic_eivdescombes_pixel_w","meanEVI_annualmax_2017_2021","meanEVI_annualmean_2017_2021","meanEVI_annualmedian_2017_2021","meanEVI_annualmin_2017_2021","meanEVI_annualrange_2017_2021","meanEVI_annualstd_2017_2021","meanGCI_annualmax_2017_2021","meanGCI_annualmean_2017_2021","meanGCI_annualmedian_2017_2021","meanGCI_annualmin_2017_2021","meanGCI_annualrange_2017_2021","meanGCI_annualstd_2017_2021","gdd0Y_8110_LV95","gdd3Y_8110_LV95","gdd5Y_8110_LV95","AI_8110_LV95","bio1_t_8110_LV95","bio2_tdr_8110_LV95","bio3_tiso_8110_LV95","bio4_ts_8110_LV95","bio5_tmaxw_8110_LV95","bio6_tminc_8110_LV95","bio7_tar_8110_LV95","bio8_twetq_8110_LV95","bio9_tdryq_8110_LV95","bio10_twarmq_8110_LV95","bio11_tcoldq_8110_LV95","bio12_p_8110_LV95","bio13_pwet_8110_LV95","bio14_pdry_8110_LV95","bio15_ps_8110_LV95","bio16_pwetq_8110_LV95","bio17_pdryq_8110_LV95","bio18_pwarmq_8110_LV95","bio19_pcoldq_8110_LV95","etpY_8110_LV95","east_mean","eastSlope_mean","mnt_mean","north_mean","northSlope_mean","roughness_mean","slope_mean","TPI_mean","TRI_mean","CanopyVaud2m_max","CanopyVaud2m_mean","CanopyVaud2m_median","CanopyVaud2m_min","CanopyVaud2m_sd","ForetBuissannante_prop","ForetClairsemee_prop","ForetDense_prop","Glacier_prop","RocheMeubler_prop","Rocks_Min80Per_prop","ZHumide_prop","sradY","SCD15_final","SCD40_final"
"450",1.99557268619537,3.17133188247681,3.41458654403687,2.92362499237061,3.34037852287292,3.16912984848022,6.15386819839478,1.9048365354538,46993999,1472500,16800000,-442407488,487140000,79632500,73832496,30505000,35220000,-43080000,116915000,29262500,2384.5,1637.5,1220.19995117188,25,6,10.5,37.5,643.799987792969,21.2000007629395,-6.80000019073486,28,13.8999996185303,1.5,13.8999996185303,-1.79999995231628,1384.19995117188,148,90.0999984741211,18.7000007629395,442,282.700012207031,442,316.399993896484,354.899993896484,-0.03117142803967,-0.00925401784479618,1111.375,0.997997105121613,0.300436347723007,0.735554993152618,17.5237846374512,-0.0046539306640625,0.245412185788155,0.0274658203125,0.01055908203125,0.00482177734375,0,0.0119398245587945,0,0,0.00999999977648258,0,0,0,0,64945.65625,89,87
"451",2.05417490005493,3.1347188949585,3.52736139297485,2.86290264129639,2.92304491996765,2.96217370033264,6.14723968505859,1.80673384666443,52822002,7565000,11795000,-123442496,183204992,32892500,450630016,32582500,24850000,-227237504,677865024,119442496,2270.5,1536.5,1128.90002441406,21,5.59999990463257,9.69999980926514,36.4000015258789,629,20.1000003814697,-6.5,26.6000003814697,13.3999996185303,1.10000002384186,13.3999996185303,-1.89999997615814,1440.5,149.399993896484,94.9000015258789,16.2999992370605,446.700012207031,303.100006103516,446.700012207031,338.100006103516,319.5,0.27791965007782,0.127212643623352,1356.05004882812,0.952910780906677,0.434705078601837,1.36219620704651,27.170618057251,0.086883544921875,0.438881754875183,0.532958984375,0.3038330078125,0.2264404296875,0.10888671875,0.180409014225006,0,0,0,0,0,0,0,55941.72265625,109,105
"452",2.41709518432617,2.72935891151428,3.2152533531189,3.1728150844574,3.40332293510437,2.69965600967407,6.33437061309814,1.73889088630676,59137998,13067500,16005000,-6767500,37092500,9315000,70142496,30220000,34790000,-8642500,78792496,26377500,2223.5,1499.5,1097.90002441406,28,5.5,9.89999961853027,37,627.299987792969,20.1000003814697,-6.69999980926514,26.7999992370605,13.1999998092651,0.899999976158142,13.1999998092651,-2,1412.30004882812,151.199996948242,91.9000015258789,18.5,450.700012207031,290,450.700012207031,323.299987792969,411.100006103516,0.85412472486496,0.142015546560287,1358.95495605469,0.516109824180603,0.0859420001506805,0.426676422357559,9.57482814788818,0.00312042236328125,0.126254618167877,0.4432373046875,0.198638916015625,0.1756591796875,0,0.2324178814888,0,0,0,0,0,0,0,70618.0703125,95,92
"453",1.76640832424164,3.35829067230225,3.65763211250305,2.90831398963928,3.47224688529968,3.0047664642334,6.11822414398193,2.11469674110413,33512000,9960000,11185000,-45460000,79577504,16182500,70032496,26317500,23677500,-16072500,86107504,28432500,2262.19995117188,1532.5,1127,25,5.59999990463257,10,37,630.099975585938,20.2999992370605,-6.69999980926514,27,13.3999996185303,1.10000002384186,13.3999996185303,-2,1413.5,149.899993896484,92.4000015258789,17.7999992370605,447.299987792969,292.200012207031,447.299987792969,326.5,372.200012207031,-0.659111678600311,-0.07204669713974,1339.33251953125,0.681983828544617,0.0733058676123619,0.401109486818314,6.21681308746338,0.0347099304199219,0.118331909179688,0.22021484375,0.15655517578125,0.135986328125,0.0865478515625,0.0585783608257771,0,0,0,0,0,0,0,69218.0234375,105,107
"454",1.93940913677216,3.28456664085388,3.60875177383423,2.93111968040466,3.53715348243713,2.8936026096344,6.17210483551025,1.98517537117004,1388060000,65592500,10460000,-74990000,1730680064,312730000,82670000,19242500,10992500,-79950000,162620000,35225000,2161.39990234375,1444.19995117188,1048.69995117188,23,5.19999980926514,9.39999961853027,36.2999992370605,617.299987792969,19.5,-6.59999990463257,26.1000003814697,12.8999996185303,0.699999988079071,12.8999996185303,-2.09999990463257,1447.09997558594,149.199996948242,94.9000015258789,16.1000003814697,447,305.5,447,343.799987792969,342.899993896484,0.40799880027771,0.13236591219902,1467.88500976562,0.911968886852264,0.297061443328857,0.868869364261627,18.9997425079346,-0.0243682861328125,0.257771819829941,0,0,0,0,0,0,0,0,0,0,0,0,60295.4765625,118,118
"455",1.89121651649475,3.29568290710449,3.56448817253113,2.94825530052185,3.53698801994324,2.8366551399231,6.15162944793701,1.97206151485443,79053999,10987500,5435000,-18652500,110227504,21142500,71687504,8797500,-2290000,-185600000,257287504,46547500,2092.89990234375,1383.90002441406,995.599975585938,20,5,9.10000038146973,35.7999992370605,608.799987792969,18.8999996185303,-6.59999990463257,25.5,12.5,0.5,12.5,-2.20000004768372,1503.69995117188,153.100006103516,98.8000030517578,15,457.399993896484,322.5,457.399993896484,363.100006103516,323.899993896484,0.575291872024536,0.0651827156543732,1521.92749023438,0.730438649654388,0.0893117189407349,0.444444447755814,6.80832815170288,0.0334548950195312,0.134996205568314,0,0,0,0,0,0,0,0,0,0,0,0,64729.96875,124,122
"456",2.07053017616272,3.06110048294067,3.36506032943726,2.99023699760437,3.4100079536438,3.02659749984741,6.19313144683838,1.83833348751068,163534004,3657500,14230000,-444820000,632945024,104027500,273340000,25790000,32455000,-359350016,632689984,86125000,2519.69995117188,1752.59997558594,1322.09997558594,22,6.40000009536743,10.6999998092651,37.5,658.400024414062,21.7999992370605,-6.59999990463257,28.5,14.3999996185303,2,14.3999996185303,-1.60000002384186,1336.30004882812,143.5,88.0999984741211,19.2000007629395,429.299987792969,270.899993896484,429.299987792969,299.200012207031,315.200012207031,-0.310577988624573,-0.144350379705429,1069.73498535156,0.944320619106293,0.44083046913147,1.37223303318024,27.8198757171631,-0.0268630981445312,0.481531769037247,2.819091796875,2.670166015625,2.56243896484375,2.3089599609375,0.243802070617676,0,0,0.00999999977648258,0,0,0,0,52602.3515625,92,90
"457",2.27086210250854,3.12461400032043,3.41813135147095,2.92973518371582,3.48187804222107,2.77469635009766,6.11951637268066,1.71281969547272,36310000,9265000,5835000,-3562500,30565000,9602500,80210000,21650000,9670000,-7615000,87825000,29012500,2126.39990234375,1401.30004882812,1007.09997558594,17,4.90000009536743,7.69999980926514,32.9000015258789,587.599975585938,17.8999996185303,-5.59999990463257,23.5,12.1999998092651,0.300000011920929,12.1999998092651,-1.89999997615814,1641.59997558594,168.800003051758,115.199996948242,13.8000001907349,493.100006103516,360.600006103516,493.100006103516,380,299.399993896484,-0.728303730487823,-0.323386013507843,1773.01000976562,0.683459997177124,0.302389442920685,1.43330895900726,26.3200950622559,0.0187530517578125,0.365410685539246,0,0,0,0,0,0,0,0,0,0,0,0,58005.171875,129,127
"458",2.45809364318848,3.14180994033813,3.2663300037384,2.9001624584198,3.72993469238281,2.57845115661621,6.20812129974365,1.75328493118286,23080000,7805000,7520000,-5742500,29502500,8350000,49687500,11770000,3090000,-9995000,59680000,20080000,2019.90002441406,1314.09997558594,933,14,4.5,7.5,32.5,581.799987792969,17.3999996185303,-5.80000019073486,23.2000007629395,11.8000001907349,0,11.8000001907349,-2.09999990463257,1761.59997558594,180.800003051758,125.300003051758,13.5,526.599975585938,387.100006103516,526.599975585938,412.799987792969,263.899993896484,0.820103287696838,0.409167677164078,1893.15747070312,0.571189165115356,0.285109877586365,1.52109098434448,29.9344425201416,0.00311660766601562,0.404713958501816,0.0145263671875,0.003631591796875,0,0,0.00726318359375,0,0,0,0,0,0,0,55917.52734375,149,144
"459",2.50505185127258,3.12176942825317,3.29362106323242,2.86352705955505,3.79124712944031,2.54071688652039,6.20481872558594,1.64231824874878,14868000,4095000,4275000,-23682500,38422500,9570000,29822500,6130000,-422500,-7732500,37557500,12965000,1778.5,1120,772,12,3.59999990463257,7.19999980926514,31.8999996185303,570,16.2000007629395,-6.5,22.7000007629395,10.8000001907349,-0.899999976158142,10.8000001907349,-2.79999995231628,1816.69995117188,186.300003051758,129.899993896484,13.3999996185303,541.900024414062,399.200012207031,541.900024414062,428.100006103516,225.699996948242,0.542909502983093,0.326753675937653,2106.33056640625,0.839789509773254,0.505432784557343,2.07367610931396,37.0029983520508,-0.00014495849609375,0.574974894523621,0.23828125,0.1116943359375,0.104248046875,0,0.129545450210571,0,0,0,0,0,0,0,64872.6953125,151,143
"462",3.20183563232422,2.93662285804749,2.57629632949829,3.10818433761597,3.83979654312134,2.47525262832642,6.69394207000732,1.5945565700531,28598000,8590000,4565000,-3342500,31067500,9462500,65635000,17137500,2632500,-7687500,73322496,26932500,1875.90002441406,1203.19995117188,841.299987792969,16,4,8.30000019073486,34.2000007629395,590.299987792969,17.2999992370605,-6.80000019073486,24.2000007629395,11.3999996185303,-0.400000005960464,11.3999996185303,-2.79999995231628,2036.80004882812,201.800003051758,134,13.1000003814697,598,444.5,598,515.900024414062,352.899993896484,-0.765195846557617,-0.408497869968414,1907.32250976562,-0.643381774425507,-0.343494147062302,1.82777237892151,32.267391204834,0.00438308715820312,0.472908854484558,0.5076904296875,0.405914306640625,0.39764404296875,0.3206787109375,0.0990921407938004,0,0,0,0,0,0,0,78914.9921875,135,135
"464",3.87582612037659,2.95540738105774,2.17706441879272,3.0987696647644,4.4292197227478,2.18150663375854,6.79778909683228,1.3923214673996,20743999,3292500,1272500,-4427500,26780000,6427500,5840000,-2122500,-2252500,-7010000,12855000,3135000,1354.80004882812,793.200012207031,509,10,1.89999997615814,7.5,32.9000015258789,567.200012207031,14.3999996185303,-8.39999961853027,22.8999996185303,8.89999961853027,-2.59999990463257,8.89999961853027,-4.5,2274.39990234375,225.300003051758,149.899993896484,13,667,497.100006103516,667,576.400024414062,265.299987792969,-0.999897480010986,-0.569618284702301,2259.64013671875,-0.01429757848382,-0.00814507994800806,1.41056311130524,34.7276878356934,0.00016021728515625,0.523169636726379,0,0,0,0,0,0,0,0,0,1,0,0,72875.3203125,182,182
"468",4.07003402709961,3.0995147228241,1.88321125507355,2.85784721374512,4.64183807373047,1.98106145858765,6.72216033935547,1.3857626914978,23608000,5267500,1780000,610000,25262500,7445000,1647500,-3127500,-2437500,-7667500,9317500,2790000,1071.69995117188,583.099975585938,350.299987792969,7,0.600000023841858,6.69999980926514,31.1000003814697,547.099975585938,12.3999996185303,-9.10000038146973,21.5,7.40000009536743,-4,7.40000009536743,-5.5,2041.09997558594,203.100006103516,133.699996948242,13.3999996185303,601.5,443.5,601.5,516.200012207031,159.5,0.514018058776855,0.270660251379013,2628.267578125,0.857674360275269,0.451499193906784,1.707275390625,31.7669563293457,-0.007659912109375,0.478885233402252,0,0,0,0,0,0,0,0,0,1,0,0,51733.76953125,214,205
"469",4.05640554428101,3.021648645401,1.9054913520813,3.02240204811096,4.64590454101562,1.96089911460876,6.68305587768555,1.38607668876648,14514000,2325000,1572500,-26427500,41065000,10460000,1392500,-3417500,-2882500,-8995000,10385000,3212500,1068.09997558594,580,347.799987792969,9,0.600000023841858,6.59999990463257,31.2000007629395,545.299987792969,12.3000001907349,-9.10000038146973,21.3999996185303,7.40000009536743,-4,7.40000009536743,-5.40000009536743,2012.40002441406,200.199996948242,132,13.3999996185303,593,437.200012207031,593,508.700012207031,208.600006103516,0.97723913192749,0.257071733474731,2749.78369140625,0.212124153971672,0.0558013133704662,0.684868693351746,15.2516651153564,5.340576171875e-05,0.228742808103561,0,0,0,0,0,0,0,0,0,1,0,0,72278.703125,225,225
"470",4.04864263534546,3.04506754875183,1.89905309677124,2.99652004241943,4.63357210159302,1.98191618919373,6.7451024055481,1.37502133846283,99477998,-27650000,2790000,-485700000,526355008,134597500,2387500,-2232500,-1875000,-6832500,9215000,2642500,1091,596,359.5,10,0.699999988079071,6.69999980926514,31.2000007629395,545.400024414062,12.3999996185303,-9,21.3999996185303,7.5,-3.90000009536743,7.5,-5.30000019073486,1988.69995117188,198,130.600006103516,13.5,586.400024414062,431.899993896484,586.400024414062,502.399993896484,218.899993896484,-0.878780663013458,-0.202622339129448,2771.07153320312,0.476537078619003,0.1099693775177,0.620524108409882,13.3334493637085,0.0052337646484375,0.184275314211845,0,0,0,0,0,0,0,0,0,1,0,0,74983.4375,200,200
"471",3.86749172210693,3.07321858406067,2.17666625976562,2.94654726982117,4.5902533531189,2.0344340801239,6.69259452819824,1.40046238899231,99217998,11420000,1565000,-790000,121180000,31837500,2697500,-2037500,-1995000,-6422500,9122500,2335000,1104.09997558594,605.5,366.600006103516,9,0.800000011920929,6.69999980926514,31.2000007629395,545.599975585938,12.5,-8.89999961853027,21.5,7.5,-3.79999995231628,7.5,-5.30000019073486,1976.80004882812,196.899993896484,129.800003051758,13.5,583,429.200012207031,583,499.100006103516,199,-0.785298109054565,-0.272226184606552,2741.48266601562,0.619113802909851,0.214617863297462,1.07758247852325,20.2827606201172,7.62939453125e-06,0.284630656242371,0,0,0,0,0,0,0,0,0,1,0,0,71654.03125,200,200
"472",3.95174288749695,2.9680814743042,2.0914843082428,3.1082763671875,4.62047910690308,1.99264049530029,6.66308116912842,1.38681364059448,10206000,8e+05,752500,-3225000,9170000,2490000,902500,-1915000,-1652500,-4902500,5802500,1882500,1069.40002441406,580.099975585938,347.5,7,0.600000023841858,6.59999990463257,31.2000007629395,544.099975585938,12.3000001907349,-9.10000038146973,21.3999996185303,7.40000009536743,-4,7.40000009536743,-5.40000009536743,2030.19995117188,202.199996948242,133,13.5,599,440.399993896484,599,513,168.5,-0.973575174808502,-0.864105463027954,2845.65625,-0.228139564394951,-0.202487498521805,4.55232763290405,62.5690803527832,0.0001373291015625,1.51682198047638,0,0,0,0,0,0,0,0,0,0.0399999991059303,0.959999978542328,0,63214.41796875,182,182
"473",4.03057670593262,2.95522379875183,1.8340961933136,3.14328026771545,4.63893508911133,1.98460412025452,6.79828405380249,1.41800117492676,26680000,5790000,2657500,-1270000,30332500,8727500,5655000,-415000,-822500,-4495000,10150000,2550000,1166.5,650.599975585938,400.399993896484,10,1.10000002384186,6.69999980926514,31.3999996185303,546.299987792969,12.8999996185303,-8.69999980926514,21.6000003814697,7.90000009536743,-3.5,7.90000009536743,-5,1955.30004882812,194.699996948242,128.699996948242,13.3999996185303,576.5,424.600006103516,576.5,493,219.800003051758,-0.701453685760498,-0.0275818016380072,2705.80004882812,-0.712698459625244,-0.0280239656567574,0.11214192956686,2.25350379943848,0.00012969970703125,0.0323079414665699,0,0,0,0,0,0,0,0,0,0.920000016689301,0.0799999982118607,0,68525.4140625,184,184
"474",3.99694633483887,2.95639395713806,1.91899418830872,3.13439059257507,4.62878608703613,1.98871040344238,6.77871704101562,1.41395711898804,13306000,2692500,2440000,-10830000,23805000,6055000,5627500,-190000,-1030000,-3542500,9170000,2695000,1174.80004882812,656.700012207031,405,10,1.10000002384186,6.69999980926514,31.2999992370605,547.099975585938,12.8999996185303,-8.60000038146973,21.5,7.90000009536743,-3.5,7.90000009536743,-4.90000009536743,1942.5,193.399993896484,128,13.3999996185303,572.700012207031,421.899993896484,572.700012207031,489.5,201.199996948242,-0.0720779374241829,-0.03526521474123,2704.63134765625,0.99738872051239,0.487989962100983,1.04356551170349,29.2925109863281,-3.0517578125e-05,0.371283650398254,0,0,0,0,0,0,0,0,0,1,0,0,71463.9296875,176,176
"475",4.00879430770874,3.13041162490845,1.80695509910583,2.92060995101929,4.66608095169067,1.97010707855225,6.84360933303833,1.45517766475677,158497998,23440000,1742500,-41447500,235502496,75007500,3860000,-452500,-422500,-4327500,8187500,2262500,1238.09997558594,703.5,440.399993896484,13,1.39999997615814,6.80000019073486,31.5,548.799987792969,13.3000001907349,-8.39999961853027,21.7000007629395,8.19999980926514,-3.09999990463257,8.19999980926514,-4.69999980926514,1881.5,186.899993896484,124.400001525879,13.3000001907349,553.799987792969,409.5,553.799987792969,474,256.5,0.868529677391052,0.355374723672867,2580.3125,-0.494189500808716,-0.201205879449844,1.24671769142151,24.1296615600586,-0.026702880859375,0.356499552726746,0,0,0,0,0,0,0,0,0,1,0,0,82127.4765625,195,195
"476",4.02583646774292,3.08786392211914,1.86210560798645,2.88314890861511,4.64789438247681,2.00097703933716,6.81969499588013,1.43468284606934,14466000,2440000,1970000,-6822500,21315000,4605000,8350000,-210000,-1412500,-6322500,14670000,4040000,1240.90002441406,705.5,441.899993896484,11,1.39999997615814,6.80000019073486,31.5,550.400024414062,13.3000001907349,-8.39999961853027,21.7000007629395,8.19999980926514,-3.09999990463257,8.19999980926514,-4.69999980926514,1870.09997558594,185.800003051758,123.599998474121,13.3000001907349,550.5,407,550.5,471.200012207031,222.5,-0.0391448512673378,-0.00509012909606099,2583.52392578125,0.994199216365814,0.120004430413246,0.243353947997093,6.93354082107544,0.0208740234375,0.0853000208735466,0,0,0,0,0,0,0,0,0,1,0,0,66827.84375,189,189
"477",4.08764743804932,3.10662937164307,1.77985382080078,2.84688091278076,4.63812828063965,2.02309918403625,6.79280090332031,1.40695440769196,15846000,3552500,3562500,-27250000,41527500,9882500,4847500,55000,-585000,-5327500,10170000,3067500,1252.69995117188,714.200012207031,448.5,12,1.5,6.80000019073486,31.6000003814697,549,13.3999996185303,-8.30000019073486,21.7000007629395,8.30000019073486,-3.09999990463257,8.30000019073486,-4.59999990463257,1865.19995117188,185.199996948242,123.300003051758,13.3000001907349,548.900024414062,406.100006103516,548.900024414062,470,248.800003051758,0.996030151844025,0.123511806130409,2558.02880859375,0.0868898257613182,0.0107727721333504,0.276746958494186,7.12325525283813,-0.0001068115234375,0.0983038991689682,0,0,0,0,0,0,0,0,0,1,0,0,75441.078125,191,192
"479",2.34523177146912,2.98122715950012,3.28176140785217,3.0848662853241,3.47786498069763,2.7715859413147,6.37358379364014,1.77884542942047,36283999,8355000,5597500,-20255000,57440000,13420000,159652496,22067500,9725000,-35102500,194755008,44567500,2224.30004882812,1490.09997558594,1086.19995117188,18,5.30000019073486,8.80000019073486,35.0999984741211,607.099975585938,19.2000007629395,-6,25.2000007629395,12.8000001907349,0.699999988079071,12.8000001907349,-1.79999995231628,1945.59997558594,192.899993896484,128.300003051758,13.1999998092651,571.700012207031,424.399993896484,571.700012207031,491.899993896484,363.399993896484,-0.821926653385162,-0.449979782104492,1494.85754394531,0.563825964927673,0.313071876764297,1.86222326755524,33.4196243286133,-0.0840568542480469,0.53236049413681,5.38671875,4.78814697265625,4.65191650390625,4.45458984375,0.439556419849396,0,0,0,0,0,0,0,60468.7578125,115,114
"480",3.02850794792175,3.26125645637512,2.96011734008789,2.71847772598267,4.23465347290039,2.39568328857422,6.1725058555603,1.47054147720337,26536001,4085000,2680000,-2505000,22092500,5132500,11372500,-842500,-2427500,-7447500,18820000,5337500,1358.69995117188,796.900024414062,515.400024414062,9,1.79999995231628,6.59999990463257,30.5,557.299987792969,13.8000001907349,-7.90000009536743,21.7999992370605,8.80000019073486,-2.70000004768372,8.80000019073486,-4.30000019073486,2095.5,210.899993896484,149,12.8000001907349,618.900024414062,460.700012207031,618.900024414062,509.600006103516,220.100006103516,-0.35010176897049,-0.16341170668602,2255.1796875,0.926230430603027,0.424689203500748,1.13335502147675,27.3672847747803,-0.0464096069335938,0.369340687990189,0,0,0,0,0,0,0,0,0,0.0199999995529652,0,0,52045.23046875,180,177
"484",3.4400475025177,3.20007705688477,2.51032114028931,2.78318738937378,4.41019058227539,2.20832133293152,6.55090427398682,1.48020756244659,19562000,-15852500,2220000,-434987488,451727488,94237500,4112500,-1925000,-1990000,-6525000,10635000,2715000,1314.19995117188,764.400024414062,490.299987792969,9,1.60000002384186,6.59999990463257,30.3999996185303,557.099975585938,13.6000003814697,-8.10000038146973,21.7000007629395,8.60000038146973,-2.90000009536743,8.60000038146973,-4.5,2113.60009765625,212.600006103516,149.399993896484,12.8000001907349,623.599975585938,464.100006103516,623.599975585938,515.700012207031,226.399993896484,-0.452404916286469,-0.151311546564102,2341.57788085938,0.89175933599472,0.298258721828461,0.9140625,19.539852142334,3.814697265625e-05,0.267486572265625,0,0,0,0,0,0,0,0,0,1,0,0,69048.59375,190,184
"488",4.07059478759766,2.98393535614014,1.94090449810028,3.09168291091919,4.66667366027832,1.97487854957581,6.64558458328247,1.35823738574982,114107998,16797500,9112500,-13847500,145292496,35227500,2605000,-907500,-592500,-5707500,8312500,2367500,1065.09997558594,577.700012207031,346.299987792969,9,0.600000023841858,6.59999990463257,31.2000007629395,543.799987792969,12.3000001907349,-9.10000038146973,21.3999996185303,7.30000019073486,-4,7.30000019073486,-5.40000009536743,2448.69995117188,242.199996948242,161.699996948242,12.8999996185303,717.099975585938,536.200012207031,717.099975585938,620.900024414062,248.5,0.255176395177841,0.0937215462327003,2885.8544921875,-0.966764688491821,-0.3550745844841,0.939805746078491,21.5483779907227,0,0.305206298828125,0,0,0,0,0,0,0,0,0,1,0,0,91361.0390625,193,193
"492",4.10425424575806,3.01641607284546,1.88190090656281,3.03998756408691,4.62628173828125,2.00912833213806,6.76716089248657,1.35965287685394,6490000,2e+06,1272500,-902500,7062500,1895000,4305000,-1657500,-2110000,-6342500,10645000,2825000,1039,559.900024414062,333.299987792969,7,0.400000005960464,6.69999980926514,31.2000007629395,546.099975585938,12.1999998092651,-9.30000019073486,21.5,7.19999980926514,-4.19999980926514,7.19999980926514,-5.59999990463257,2422.80004882812,239.100006103516,160.100006103516,12.8999996185303,709.400024414062,530.900024414062,709.400024414062,613.599975585938,187.5,-0.989441275596619,-0.792442083358765,2693.01831054688,0.144842714071274,0.116004377603531,3.08978939056396,53.2162322998047,-5.340576171875e-05,1.05138826370239,0,0,0,0,0,0,0,0,0,0.0199999995529652,0.980000019073486,0,58410.80078125,215,215
"493",4.04224348068237,3.07353806495667,1.9746915102005,2.95954465866089,4.61204671859741,2.03471732139587,6.77237606048584,1.35920369625092,148804004,21532500,2927500,-2537500,184530000,55052500,2855000,-2097500,-1385000,-7252500,10112500,2712500,1015.90002441406,543.700012207031,321.600006103516,7,0.300000011920929,6.59999990463257,31.1000003814697,544.5,12,-9.39999961853027,21.3999996185303,7.09999990463257,-4.30000019073486,7.09999990463257,-5.69999980926514,2391.60009765625,235.800003051758,158,12.8999996185303,700.299987792969,524.099975585938,700.299987792969,605.599975585938,177.399993896484,-0.910194277763367,-0.375837981700897,2729.89111328125,0.413934051990509,0.170920386910439,1.28103303909302,24.3887557983398,-0.0001678466796875,0.369255900382996,0,0,0,0,0,0,0,0,0,1,0,0,67845.4140625,213,213
"494",4.02147245407104,3.03898906707764,2.05276298522949,2.98968005180359,4.61651039123535,2.05413579940796,6.78486347198486,1.35863995552063,14738000,2522500,1325000,-2040000,16745000,4060000,3660000,-2102500,-2365000,-6235000,9895000,2435000,993.200012207031,527.700012207031,310.100006103516,7,0.200000002980232,6.59999990463257,30.8999996185303,544.200012207031,11.8000001907349,-9.5,21.2999992370605,6.90000009536743,-4.40000009536743,6.90000009536743,-5.80000019073486,2390,235.600006103516,157.899993896484,12.8999996185303,699.799987792969,523.900024414062,699.799987792969,605.299987792969,191.199996948242,-0.731560826301575,-0.229105174541473,2751.42456054688,0.681759357452393,0.213499218225479,0.917182087898254,18.2501926422119,0.00165557861328125,0.233944356441498,0,0,0,0,0,0,0,0,1,0,0,0,65219.73046875,226,226
"495",4.02949571609497,3.04715633392334,2.02764844894409,2.99064016342163,4.61504650115967,2.07095146179199,6.7955150604248,1.35596799850464,12746000,2132500,1255000,-2375000,14642500,3690000,1917500,-3067500,-2840000,-7210000,9125000,2332500,1019.40002441406,546.200012207031,323.399993896484,6,0.200000002980232,6.59999990463257,31.1000003814697,545.099975585938,12,-9.39999961853027,21.3999996185303,7,-4.30000019073486,7,-5.69999980926514,2359,232.600006103516,155.899993896484,12.8999996185303,690.799987792969,517,690.799987792969,597.099975585938,163.5,-0.461220979690552,-0.244860514998436,2696.505859375,0.887226104736328,0.471024096012115,1.71500647068024,32.0663719177246,-0.00011444091796875,0.4954833984375,0,0,0,0,0,0,0,0,0,1,0,0,53603.421875,209,209
"497",3.86531019210815,3.068363904953,2.24497652053833,2.93345236778259,4.56617832183838,2.08095598220825,6.65290880203247,1.41651141643524,5642000,1362500,855000,-4185000,10332500,2627500,6007500,-1615000,-3147500,-6010000,12012500,3962500,1102.40002441406,605.400024414062,366.600006103516,8,0.699999988079071,6.80000019073486,31.6000003814697,549.799987792969,12.6000003814697,-9.10000038146973,21.6000003814697,7.5,-3.79999995231628,7.5,-5.30000019073486,2240.10009765625,221.100006103516,148.199996948242,12.8999996185303,656.5,491.100006103516,656.5,566.099975585938,187.199996948242,-0.87676078081131,-0.682411253452301,2589.82861328125,0.48092520236969,0.374319642782211,3.36637377738953,51.1081504821777,-8.392333984375e-05,0.966573059558868,0,0,0,0,0,0,0,0,0,0.699999988079071,0.300000011920929,0,53847.80859375,175,174
"498",3.80936527252197,2.95829606056213,2.28473520278931,3.07121062278748,4.48036956787109,2.11703133583069,6.66211652755737,1.40535485744476,14140000,4112500,2495000,-1657500,15955000,5372500,6722500,-352500,-1092500,-6105000,12830000,4357500,1243.5,708.700012207031,443.700012207031,11,1.39999997615814,7.09999990463257,32.2999992370605,555.799987792969,13.6000003814697,-8.60000038146973,22.2000007629395,8.30000019073486,-3.09999990463257,8.30000019073486,-4.80000019073486,2180.60009765625,215.300003051758,144.600006103516,12.8999996185303,639.200012207031,478.200012207031,639.200012207031,550.5,251.600006103516,-0.863452196121216,-0.496333450078964,2491.66015625,-0.502611696720123,-0.289353847503662,1.95041227340698,35.1052551269531,0.025543212890625,0.54461669921875,0,0,0,0,0,0,0,0,0,0.990000009536743,0.00999999977648258,0,79936.6171875,170,170
"500",4.08834409713745,2.99431467056274,1.93298578262329,3.09371662139893,4.63945055007935,1.98495244979858,6.7912654876709,1.35357058048248,7584000,1240000,990000,-3060000,8967500,2127500,4610000,-2327500,-2652500,-7087500,11697500,3260000,1001.20001220703,533.099975585938,313.799987792969,7,0.200000002980232,6.59999990463257,30.8999996185303,544.099975585938,11.8999996185303,-9.39999961853027,21.2999992370605,7,-4.30000019073486,7,-5.69999980926514,2422,239,159.800003051758,12.8999996185303,709.400024414062,530.700012207031,709.400024414062,613.5,193.300003051758,-0.783355712890625,-0.297269642353058,2818.82641601562,0.621565222740173,0.235873118042946,1.28917098045349,22.301643371582,-9.1552734375e-05,0.355180531740189,0,0,0,0,0,0,0,0,1,0,0,0,61391.8515625,217,217
